default,student,balance,income
No,Yes,631.15977,23245.071
No,Yes,1076.97797,14668.381
Yes,No,1243.55403,37634.346
No,No,2113.01902,34747.756
No,No,1296.06100,43313.283
No,No,1088.67408,47147.726
No,No,824.73170,42313.516
No,No,684.29484,37011.183
No,No,37.36489,26221.518
No,Yes,878.14901,18414.570
No,No,904.24152,40683.460
No,Yes,942.04221,22181.395
No,Yes,957.49254,16323.365
No,No,285.29088,17606.636
No,Yes,1468.38275,19846.065
No,No,322.71302,27668.576
No,No,414.13406,40877.226
No,No,1105.00281,36812.706
No,No,0.44576,31934.838
No,No,619.70140,13902.179
No,No,293.86932,56676.802
No,Yes,637.38273,19704.919
No,No,1109.52862,69325.080
No,No,1223.11294,52903.461
No,Yes,1183.69295,13081.661
No,No,569.79087,54335.224
No,No,625.53192,46026.488
No,No,833.65530,16908.778
No,No,866.04592,44827.266
No,Yes,945.47985,17279.287
No,No,1554.84555,43901.805
No,No,575.76835,51927.747
No,No,1141.60369,38722.961
No,No,1146.64022,45376.556
No,No,0.00000,34305.919
No,No,434.71477,35454.755
No,No,1026.13443,39135.637
No,Yes,1302.79721,29252.361
No,No,690.70587,59561.905
No,No,574.45163,40727.643
No,No,0.00000,43346.622
No,Yes,251.30602,13058.607
No,Yes,1252.11395,16490.707
No,No,207.89521,52249.312
Yes,No,1753.08439,48965.347
No,Yes,1279.93523,21107.520
No,No,862.87651,36461.901
No,No,1143.54140,33394.979
No,No,1253.18164,71238.551
No,No,624.08397,25557.640
No,Yes,1027.86107,14322.088
Yes,No,1964.01468,50553.535
No,No,752.42611,32539.645
No,No,953.92982,32640.144
No,No,773.20421,66749.433
No,No,432.79109,52238.087
No,No,797.73402,31616.800
No,No,240.84155,56089.154
No,No,662.31586,31815.347
No,Yes,1056.36555,15432.396
No,No,741.08760,43015.539
No,No,0.00000,42284.682
No,No,981.95449,41123.212
No,No,1569.83567,42781.383
No,No,136.50552,45596.108
No,Yes,731.95172,18117.428
No,No,717.81077,32040.931
No,Yes,1005.17622,18262.176
No,No,561.92836,31192.913
Yes,No,2033.19179,44998.287
No,No,638.81746,46704.738
No,Yes,1104.94969,11529.000
No,No,0.00000,29514.034
No,No,633.76667,34290.605
No,Yes,1526.02513,20894.077
No,No,522.76627,43026.329
No,No,853.10313,47381.724
No,No,1225.22515,39338.862
No,Yes,1559.62787,22047.782
No,No,260.33994,34932.494
No,No,1320.94325,50505.367
No,No,1443.64839,45089.390
No,No,791.63823,30303.607
No,No,922.66647,33445.490
No,No,80.75286,35887.546
No,No,193.35854,34728.021
No,No,939.09850,45519.019
No,No,1336.80301,30787.156
Yes,No,1488.77956,49803.293
No,Yes,375.19675,13709.205
No,Yes,773.38116,18978.188
No,No,581.42317,44600.663
No,No,461.05025,43147.772
Yes,Yes,1424.55932,25398.197
No,Yes,1139.39621,17139.848
No,No,1032.20327,41673.734
No,No,96.64184,44556.219
No,No,338.77941,42678.713
No,Yes,1331.42546,13793.185
No,No,0.00000,34479.623
No,No,616.25397,42436.686
No,No,599.80086,30146.636
No,Yes,1466.56289,20904.448
No,No,593.30389,49925.324
No,No,786.98126,49432.953
No,No,926.98533,48753.313
No,No,1175.42043,37462.643
No,Yes,1697.74967,23295.843
No,No,575.51438,54203.190
No,No,1386.30244,54404.482
No,Yes,1222.24509,23152.723
No,No,1556.19419,26905.581
No,No,1103.92188,52821.535
Yes,No,1496.07211,40214.621
No,Yes,975.64287,25920.322
No,Yes,781.17426,23403.064
No,Yes,940.43547,18939.843
No,No,375.32962,32531.216
No,No,627.87613,51770.458
No,No,1304.38321,49371.957
No,No,1496.23237,37534.329
No,Yes,1005.59383,15851.483
No,No,828.85775,46060.853
No,Yes,1144.35852,18903.378
No,No,1386.19195,42537.991
No,Yes,1321.80521,11453.612
No,No,1121.15125,35765.706
No,No,547.86334,45966.351
No,No,813.99734,42461.561
No,No,75.18399,52166.006
No,No,598.21930,28621.125
No,Yes,63.03632,12308.018
No,No,0.00000,48642.255
No,No,1553.70331,35929.164
No,No,813.71609,46419.997
No,No,1386.17675,42875.006
No,No,933.76732,43693.521
No,Yes,1240.09560,20134.647
No,No,0.00000,33781.656
No,No,613.58186,30833.802
No,No,253.51680,53125.483
No,Yes,947.88585,17094.479
No,Yes,112.81191,16100.571
No,Yes,827.04131,18892.821
No,No,484.67950,43900.092
No,Yes,271.24970,25157.731
No,No,1018.24891,52509.742
No,No,0.00000,43730.767
No,Yes,0.00000,16421.490
No,No,1101.80371,36555.463
No,Yes,1471.89782,18913.038
No,No,1057.71318,40707.619
No,No,352.55054,17626.167
No,No,1029.81931,50635.891
No,No,1308.66309,35964.792
No,Yes,1581.79049,10537.530
No,No,918.11890,53710.215
No,No,637.80029,40323.559
No,No,369.04179,38468.245
No,Yes,985.09270,18499.962
No,No,306.95693,32428.813
No,No,1205.91324,43715.414
No,No,1079.50296,40504.915
No,No,555.28849,40046.422
No,No,905.01169,39293.983
No,Yes,1348.95607,20870.268
No,Yes,1461.83325,19252.237
No,No,443.44699,29811.363
Yes,No,2024.10502,51508.869
No,No,1516.55115,39368.142
No,Yes,520.55765,18256.288
No,No,850.54810,44501.915
No,No,926.48967,49919.967
No,Yes,1275.82422,9611.963
No,No,249.59838,20684.237
No,Yes,1564.47141,19372.822
No,No,443.17556,37639.982
No,No,323.54691,33991.991
No,Yes,512.32020,24949.622
No,Yes,524.76063,14154.913
No,No,741.42046,38661.000
No,Yes,1994.04919,14305.111
No,No,1175.71519,24000.895
No,No,284.04878,41243.855
No,No,565.50538,39109.310
No,No,47.74567,31150.375
No,No,776.95487,45083.320
No,No,353.73910,65526.810
No,No,76.13225,53594.420
No,No,839.60360,45994.645
No,Yes,754.48402,22425.535
No,Yes,833.12077,23630.274
No,No,277.29492,27548.950
No,No,1594.69719,37091.874
No,No,0.00000,40393.475
No,Yes,1281.61709,14236.092
No,No,1469.70379,40174.950
No,No,0.00000,38165.688
No,No,891.40324,46611.732
No,No,493.76491,51518.055
No,Yes,884.61401,24306.650
No,No,0.00000,32582.746
No,No,1028.52039,47944.601
No,Yes,425.83174,13275.914
No,No,1132.35806,52489.764
No,No,965.27380,46218.461
Yes,No,2499.01675,51504.294
No,Yes,1435.18126,11346.842
No,Yes,1391.19636,8637.963
No,Yes,1804.41337,17665.549
No,Yes,321.79507,19229.226
No,No,1506.66983,41931.704
Yes,Yes,1402.26752,12104.316
Yes,No,1379.43072,38881.969
No,No,1232.97873,57182.332
No,No,134.85802,35755.867
No,Yes,422.91402,18787.337
No,No,1373.56421,21785.253
No,No,661.42589,55591.557
No,No,1427.71842,27425.675
No,No,938.63786,39459.767
No,No,608.42899,56483.057
No,No,1477.53239,46965.138
No,Yes,1470.58874,17876.293
No,Yes,1488.59886,20739.627
No,No,0.00000,49608.006
No,Yes,328.03833,19566.267
No,Yes,1333.80613,21087.324
No,No,764.53472,40593.285
No,No,110.32668,52106.205
Yes,Yes,2502.68493,14947.520
No,No,604.31552,36592.757
No,Yes,1595.28816,22645.040
No,No,0.00000,50076.264
No,No,440.63765,50902.136
No,Yes,876.91862,13372.513
No,No,1366.89031,35566.956
No,No,1129.97594,32795.046
No,No,1077.02082,56862.067
No,No,1411.07424,26040.005
No,No,0.00000,45788.492
No,No,861.65295,27355.805
No,No,1185.66112,56483.537
No,No,901.55392,57100.418
No,Yes,773.73022,14841.990
No,No,1387.97338,30716.643
No,No,1207.69473,37355.944
No,Yes,455.71644,12587.401
No,Yes,550.89505,19110.074
No,Yes,1484.80542,22965.177
No,Yes,441.62613,15261.708
No,No,810.41208,28056.784
No,No,1137.03990,49810.900
No,Yes,1402.40772,13870.970
No,No,1541.81281,29374.929
No,No,898.98073,63041.225
No,Yes,700.33116,18702.956
No,Yes,895.45806,23795.551
No,No,770.13219,48489.379
No,No,841.95173,53779.018
No,No,44.31362,30449.250
No,No,377.30036,42257.493
No,No,264.80115,49216.248
No,No,522.02164,37341.899
No,No,1681.91600,41866.558
No,No,1069.53937,55421.553
No,No,375.70095,37925.975
No,Yes,670.99153,19835.969
No,No,318.91257,49305.553
No,Yes,955.12022,25314.853
No,No,1123.79344,24901.996
No,No,993.58088,34836.253
No,No,278.80526,54559.117
No,No,1553.28960,44150.162
No,No,0.00000,34522.886
No,No,483.59130,36497.468
No,Yes,311.53055,18534.431
No,No,536.25386,32994.151
No,No,127.70792,27483.895
Yes,Yes,1507.33395,23898.878
No,No,1351.03593,40946.606
No,No,723.19899,42751.765
No,Yes,1041.20280,22618.424
No,No,1102.11011,34246.695
No,Yes,420.37026,16419.713
Yes,No,1278.40730,36675.607
No,No,542.46966,52741.811
No,No,401.82904,47175.615
No,No,506.50587,51114.320
No,No,1160.49960,23498.300
No,No,1277.79591,56605.599
No,Yes,1200.62447,18973.908
No,Yes,1418.58607,11556.695
No,Yes,480.33970,14592.840
No,No,370.53002,31139.722
No,No,737.68524,51138.265
No,No,501.92145,41366.678
No,No,1682.20122,30441.555
No,Yes,813.45279,21073.989
No,No,683.82625,46937.623
No,Yes,1036.60044,15197.249
No,Yes,471.14339,24945.038
No,No,336.41964,39707.042
No,Yes,443.72304,13136.830
No,No,967.13889,35269.123
No,No,549.27597,15706.215
No,No,1601.16006,17974.741
No,No,902.13782,59695.290
No,No,0.00000,37553.551
No,No,1433.18355,41744.315
No,Yes,502.79774,13376.053
No,No,433.45282,35858.930
No,No,406.42672,36750.499
No,No,935.48100,56610.816
No,Yes,1545.83064,12160.842
No,No,93.94056,19811.331
No,Yes,192.41115,24050.372
No,No,716.92023,24015.519
No,Yes,1157.13954,21222.416
No,No,72.16974,39560.635
No,Yes,1417.26826,20464.026
No,No,1195.48396,38452.641
No,No,559.11865,55007.265
No,No,0.00000,37499.689
No,No,359.22574,25243.098
Yes,Yes,2123.36922,23836.464
No,No,1316.54238,20353.499
No,No,1172.30089,34513.611
No,No,1453.08364,36828.327
No,Yes,323.95709,12327.244
No,No,1152.55066,27346.031
No,No,1333.99817,57662.122
No,No,709.65870,37992.213
No,No,731.30912,33126.850
No,Yes,279.31557,19742.037
No,No,0.00000,17059.368
No,Yes,630.70446,16501.809
No,No,543.03713,31268.095
No,No,618.88150,27906.590
No,Yes,1053.16174,25222.979
No,Yes,0.00000,19622.577
No,Yes,1762.35218,17032.342
No,No,0.00000,43943.245
No,No,469.15197,30366.720
No,No,699.76256,32881.305
No,No,446.14273,42611.584
No,No,571.17995,39682.803
No,No,952.33482,44864.155
No,No,584.66702,55682.467
No,No,174.36787,47750.121
No,Yes,671.80170,15299.260
No,No,1339.55551,53585.761
No,No,0.00000,49232.707
No,Yes,1579.07098,21101.205
No,No,917.32354,40193.838
No,No,251.42822,25962.059
No,No,998.36206,38385.291
No,No,828.23251,42246.217
No,Yes,1500.28309,16943.029
No,No,1142.63798,26731.090
No,Yes,1415.19882,16737.519
No,No,198.73092,33512.930
No,No,341.76925,41662.743
No,Yes,146.73536,12716.213
No,No,1576.30692,30547.800
No,No,1830.47155,24053.477
No,No,368.80073,34526.035
No,Yes,1026.57628,23636.553
No,No,0.00000,36225.507
No,No,241.33603,40122.402
No,No,1272.05389,44895.593
No,No,361.20070,49395.027
No,No,1464.00992,32023.596
No,Yes,815.07741,18445.660
No,Yes,1026.12825,16430.641
No,No,630.72556,30466.379
No,No,1624.12643,16054.304
No,No,744.73264,44965.046
No,No,1439.29678,36170.598
No,Yes,1491.05100,13033.123
No,Yes,0.00000,13334.240
No,No,1162.69980,27206.662
No,No,1463.59316,34064.879
No,Yes,1309.69754,15536.239
No,No,920.64742,37936.089
No,Yes,6.31886,18912.614
No,No,128.99116,56946.436
No,Yes,1323.28906,21149.314
No,No,383.21577,15233.316
No,No,267.38097,32265.119
No,No,429.07470,48109.808
No,No,711.00389,51035.746
No,Yes,309.52415,12135.038
No,Yes,1317.92626,14070.167
No,No,427.33284,55503.074
No,No,872.85697,31471.545
No,No,1105.55617,38886.036
No,No,678.01892,59416.779
No,Yes,1164.63073,17929.653
No,No,214.90163,33904.578
No,No,721.58671,50952.485
No,Yes,224.33877,18282.217
No,Yes,1199.23777,13809.350
No,No,580.05458,37278.279
No,No,821.49360,34739.395
No,No,602.86293,37849.134
No,Yes,377.76760,14021.589
No,No,727.63256,38431.158
No,Yes,600.43086,18538.302
No,No,993.59168,26682.329
No,No,1096.58704,47235.453
No,No,1603.33340,43474.638
No,No,1146.97143,30637.297
No,No,1342.17534,58049.994
No,Yes,1663.68701,19847.699
No,No,1005.24797,41308.255
No,No,962.89493,25063.493
No,Yes,1092.62066,27128.167
No,No,919.34335,43287.902
No,Yes,176.84058,20021.693
No,No,460.60447,38818.182
No,Yes,782.54485,20593.527
No,No,613.74293,56951.360
No,No,362.10350,39658.950
No,No,861.68192,49672.347
No,Yes,936.47349,19389.480
No,No,1222.73704,68564.991
No,No,794.48679,44145.216
No,No,0.00000,13573.562
Yes,No,2220.96620,40725.096
No,No,523.21625,38063.402
Yes,No,1907.37731,42346.828
No,Yes,1809.46347,18804.724
No,No,1392.26132,32283.388
No,No,1349.46646,35870.020
No,No,621.73625,51595.752
No,Yes,1273.58198,18475.192
No,No,636.24052,17355.758
No,No,680.45189,33192.402
No,No,836.84987,27936.519
No,Yes,1115.10674,19169.072
No,Yes,799.74334,16147.577
No,Yes,996.38688,20070.814
No,No,1632.80805,33455.901
No,No,439.83748,24452.647
No,No,276.74531,50523.678
No,No,1715.31506,22824.098
No,No,848.69364,29042.559
No,Yes,323.50336,19144.816
No,No,793.61223,24973.208
No,No,612.07845,39443.957
No,Yes,1418.42900,14907.070
No,Yes,1466.93944,19139.630
No,Yes,440.79006,19896.030
No,No,0.00000,53432.615
No,No,885.18022,46571.772
No,No,635.96971,42451.614
No,No,664.81630,32894.804
No,No,1100.23878,34281.255
No,Yes,1606.32037,13422.307
No,Yes,1704.42786,20892.314
No,No,1295.99163,39799.998
No,No,468.41212,22943.126
No,No,303.78321,44745.120
No,No,971.70903,33774.892
Yes,No,1758.42095,49787.457
No,Yes,1334.70112,24621.963
No,No,982.69921,40194.465
No,No,52.03889,14680.100
No,No,401.50354,25010.800
No,No,1456.84938,40186.531
No,No,772.92458,42678.388
No,Yes,1844.36172,14238.113
No,Yes,1015.51140,21362.939
No,No,988.67803,31210.243
No,No,1072.74411,45704.840
No,No,1576.90067,39835.349
No,No,840.10516,33976.708
No,Yes,1210.43893,19022.192
No,Yes,714.54961,13431.842
No,Yes,607.09403,16373.934
No,No,413.36352,43071.186
No,No,1184.21201,34990.581
No,No,273.60227,27996.577
No,Yes,871.81522,9788.571
No,No,1724.55682,46397.452
No,Yes,1107.40038,15661.580
No,Yes,1161.40734,18420.299
No,Yes,107.60251,17941.739
No,No,136.42204,42719.894
No,No,682.03598,30288.942
No,Yes,791.53036,18342.737
No,No,457.86907,43134.548
No,No,1514.96324,36403.036
No,No,816.09389,37763.037
No,No,1241.95424,41952.116
No,No,932.20255,49214.705
No,No,608.10845,46962.787
No,Yes,627.59325,15423.208
No,Yes,593.05524,22786.917
No,No,187.31019,31140.747
No,No,736.47578,39538.331
No,Yes,838.08116,23698.707
No,No,511.51600,43737.182
No,No,355.35965,65798.920
No,No,1138.39669,24098.349
No,No,828.00496,53806.316
No,No,1218.55301,51224.917
No,No,316.01213,34250.522
No,Yes,480.46977,14866.612
No,No,152.50301,39502.837
No,No,1129.31647,46689.979
No,Yes,887.29064,14958.551
No,No,938.43691,34184.943
No,No,1076.66544,43972.694
Yes,No,1575.48782,35735.455
No,No,148.14598,43104.386
Yes,No,1865.63578,49604.882
No,Yes,633.76919,14109.822
No,Yes,0.00000,23422.137
No,No,922.81717,50800.359
No,No,4.71214,28521.367
No,No,1198.17593,42968.640
No,No,1726.61870,43814.961
No,No,1075.21972,30485.060
No,Yes,883.92354,14740.139
No,No,1099.29299,47625.305
No,No,948.96513,45456.929
No,Yes,814.63008,22948.158
No,No,687.29294,35989.228
No,No,693.67159,32578.606
No,No,814.84312,28526.217
No,No,1031.97460,59555.866
No,No,1319.48358,62054.986
No,No,1366.02602,51551.108
No,No,1033.45504,55487.220
No,No,0.00000,50231.447
No,No,857.58236,54372.894
No,No,1156.28956,33959.739
No,No,1713.26359,34005.861
No,Yes,902.98072,15076.339
No,Yes,212.04218,16179.308
No,No,632.80398,51149.425
No,Yes,378.02112,19571.392
No,No,999.53802,43934.856
No,No,970.85255,49043.782
No,No,1319.18761,35466.242
No,No,286.32996,59576.650
No,No,830.57188,39723.769
No,Yes,657.53214,19395.739
No,No,786.64101,57704.645
No,No,111.06191,40675.327
No,No,298.23658,27838.684
No,Yes,819.85867,19802.461
Yes,No,1790.67498,44607.429
No,No,883.47200,44207.333
No,Yes,384.83133,17844.518
Yes,No,1567.61070,38785.358
No,Yes,927.77272,18148.069
No,No,796.32615,28616.709
No,No,652.55332,32438.058
No,No,315.01230,44690.498
No,No,1609.79745,38756.455
No,No,851.79628,57950.772
No,No,460.20787,44527.273
No,No,1203.82896,41484.939
Yes,No,2074.80759,38988.859
No,No,1243.70832,37926.105
No,Yes,1373.03783,19457.609
No,No,449.41269,52892.250
No,No,126.55859,69541.949
No,No,387.23614,24243.944
Yes,Yes,2332.87825,11770.234
No,No,1359.43849,24411.135
No,No,469.33171,58360.389
No,No,111.29495,40086.690
No,No,1443.87517,54355.726
No,No,396.82032,51560.028
No,Yes,146.15114,15160.489
No,No,607.20001,36615.829
No,No,1708.14997,46416.946
No,No,956.53334,53702.542
No,Yes,676.61327,16148.186
No,Yes,238.31811,17194.154
No,Yes,0.00000,15967.614
No,Yes,740.73795,13065.566
No,Yes,933.71169,11810.555
No,No,860.03436,33740.699
No,No,1032.94083,31152.141
No,No,0.00000,36949.950
No,No,835.27350,51471.143
No,No,188.40876,35073.515
No,No,506.32498,43631.297
No,No,496.75181,35955.639
No,Yes,739.17946,15819.731
No,Yes,916.53694,20130.915
No,No,1559.75215,37227.269
No,No,392.23954,44983.202
No,No,1065.82556,39718.949
No,No,523.70890,48091.745
No,No,789.56477,39199.030
No,No,805.19530,38222.255
No,No,1255.54338,45142.274
No,No,654.80885,44255.767
No,No,716.76491,51528.499
No,No,686.07231,32318.422
No,No,1530.37002,29479.022
No,No,879.37382,29697.146
No,No,738.32780,37273.171
No,No,1647.42676,49156.159
No,Yes,503.21662,21371.246
No,No,215.02533,40399.410
No,Yes,820.65630,24820.048
No,No,990.67480,56141.114
No,Yes,914.10650,15546.784
No,Yes,1021.01161,8970.912
No,No,1143.43138,35773.402
No,Yes,763.39739,15224.263
Yes,No,1532.32630,42152.362
No,No,1860.74115,39551.036
No,No,1101.29631,27781.452
No,No,541.99680,43873.289
No,Yes,696.58353,2981.280
No,No,1536.23228,30635.572
No,No,1333.19731,33782.904
No,Yes,869.50920,18056.455
No,No,1048.55214,40916.125
No,No,12.07927,32670.420
No,No,699.38258,34276.593
No,No,855.42637,48653.583
No,Yes,562.30420,20164.311
No,No,62.17005,28660.748
No,No,977.88975,45005.256
No,No,1685.45062,60890.365
No,No,1257.79532,21679.490
No,No,671.78433,53374.954
No,No,63.09747,38493.087
No,No,686.38443,28953.270
No,No,582.94476,40368.544
No,No,808.62520,32316.373
No,No,1077.98031,17705.219
No,Yes,1716.08977,22755.262
No,No,417.72758,31206.290
No,No,1300.99517,42493.956
No,No,896.67812,46328.544
No,No,136.82832,13585.997
No,No,29.17510,38871.479
No,No,282.90956,35445.919
No,No,858.54263,19071.848
No,No,864.04720,27690.114
No,No,1225.97501,42203.208
No,No,696.42876,38028.300
No,Yes,1840.21799,26480.719
No,Yes,1227.48527,16717.621
No,No,1716.67513,39543.291
No,No,330.62243,11732.251
No,Yes,915.65681,17710.855
No,No,133.09703,34578.997
No,No,420.61159,33293.467
No,No,1058.05880,27196.259
Yes,No,1972.16682,34362.635
No,No,790.23899,43646.143
No,No,131.62471,40158.709
No,No,0.00000,37468.481
No,Yes,106.25061,17638.800
No,Yes,712.25371,21407.044
No,No,906.22323,44626.943
No,No,127.40990,49735.642
No,No,1698.07192,48595.705
No,Yes,1448.03561,18989.397
No,No,711.43945,40507.821
No,No,326.62896,52696.725
No,No,352.94388,59372.712
No,Yes,1247.06724,15522.584
No,No,439.06897,47899.170
No,No,1030.21006,40711.453
No,No,0.00000,33168.058
No,No,1113.27653,51457.539
No,No,1341.07778,40199.841
Yes,Yes,2269.94697,18021.106
No,No,1384.26492,27737.609
No,No,0.00000,32724.506
No,No,745.81320,42762.475
No,No,909.63362,41915.521
No,No,196.37401,57397.277
No,No,866.17467,41365.456
No,Yes,1460.74767,24960.359
No,No,760.77670,44851.560
No,Yes,1165.28321,10354.938
No,No,1085.42557,39274.834
No,Yes,724.38558,18641.498
No,No,114.88448,27365.422
No,No,794.58757,52507.480
No,No,1093.25662,28811.273
No,No,943.93783,48198.401
Yes,No,1861.06087,55671.724
No,No,900.83876,33130.709
No,Yes,1682.79614,23344.074
No,No,196.19542,26612.560
No,No,1181.12375,29181.839
No,Yes,1101.15809,13142.181
No,Yes,1506.86047,14914.823
